Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,City,Device,Keyword,Country
CPO1102,Power BI Dashboard Course,313,3187,356.06,7,7,1,1078,19-07-2024,San Francisco,Tablet,power bi dashboard course online course,USA
CPO1103,Power BI Dashboard Course,458,1514,126.6,39,7,0.179,2436,27-10-2024,Ottawa,Desktop,power bi dashboard course online course,Canada
CPO1104,Power BI Dashboard Course,321,7033,179.64,25,10,0.4,1050,24-05-2024,Delhi,Mobile,power bi dashboard course online course,India
CPO1105,Power BI Dashboard Course,305,4521,492.08,5,2,0.4,302,04-01-2024,Perth,Tablet,power bi dashboard course online course,Australia
CPO1106,Power BI Dashboard Course,380,7525,444.81,42,36,0.857,4788,28-05-2024,Pune,Tablet,power bi dashboard course online course,India
CPO1107,Power BI Dashboard Course,199,4723,431.32,50,21,0.42,6363,13-10-2024,Los Angeles,Mobile,power bi dashboard course online course,USA
CPO1108,Power BI Dashboard Course,305,8012,108.55,18,14,0.778,2702,22-02-2024,Sharjah,Tablet,power bi dashboard course online course,UAE
CPO1109,Power BI Dashboard Course,494,8089,296.04,23,7,0.304,1463,18-07-2024,Bangalore,Mobile,power bi dashboard course online course,India
CPO1110,Power BI Dashboard Course,269,8710,382.91,23,6,0.261,2472,07-06-2024,Sharjah,Mobile,power bi dashboard course online course,UAE
CPO1111,Power BI Dashboard Course,197,1843,158.85,37,13,0.351,4173,04-02-2024,New York,Desktop,power bi dashboard course online course,USA
CPO1112,Power BI Dashboard Course,381,1002,104.52,12,12,1,4200,20-03-2024,Manchester,Desktop,power bi dashboard course online course,UK
CPO1113,Power BI Dashboard Course,234,3919,249.85,31,1,0.032,487,10-11-2024,Pune,Tablet,power bi dashboard course online course,India
CPO1114,Power BI Dashboard Course,212,5290,156.87,23,8,0.348,2648,07-10-2024,Vancouver,Mobile,power bi dashboard course online course,Canada
CPO1115,Power BI Dashboard Course,83,9908,310.13,42,24,0.571,5088,20-02-2024,Chennai,Mobile,power bi dashboard course online course,India
CPO1116,Power BI Dashboard Course,352,2565,127.33,47,28,0.596,5572,09-03-2024,Sydney,Desktop,power bi dashboard course online course,Australia
CPO1117,Power BI Dashboard Course,327,5150,487.09,46,17,0.37,2023,09-11-2024,Pune,Desktop,power bi dashboard course online course,India
CPO1118,Power BI Dashboard Course,394,1864,188.66,35,9,0.257,2178,23-05-2024,Adelaide,Mobile,power bi dashboard course online course,Australia
CPO1119,Power BI Dashboard Course,419,6961,417.46,23,3,0.13,525,22-12-2024,Chicago,Mobile,power bi dashboard course online course,USA
CPO1120,Power BI Dashboard Course,212,3871,284.88,17,10,0.588,3320,22-05-2024,Hyderabad,Desktop,power bi dashboard course online course,India
CPO1121,Power BI Dashboard Course,418,3348,293.64,25,13,0.52,3497,10-09-2024,Ottawa,Tablet,power bi dashboard course online course,Canada
CPO1122,Power BI Dashboard Course,103,7153,401.68,24,8,0.333,3608,21-08-2024,San Francisco,Mobile,power bi dashboard course online course,USA
CPO1123,Power BI Dashboard Course,419,9043,300.45,21,15,0.714,3870,19-12-2024,Abu Dhabi,Desktop,power bi dashboard course online course,UAE
CPO1124,Power BI Dashboard Course,179,4474,303.14,23,5,0.217,1525,18-11-2024,Perth,Desktop,power bi dashboard course online course,Australia
CPO1125,Power BI Dashboard Course,124,4406,443.55,20,11,0.55,1804,13-08-2024,Edinburgh,Desktop,power bi dashboard course online course,UK
CPO1126,Power BI Dashboard Course,271,8730,231.52,33,28,0.848,5516,07-06-2024,New York,Mobile,power bi dashboard course online course,USA
CPO1127,Power BI Dashboard Course,332,2462,485.5,6,4,0.667,1692,07-08-2024,Hyderabad,Tablet,power bi dashboard course online course,India
CPO1128,Power BI Dashboard Course,119,1422,304.8,13,11,0.846,4422,19-08-2024,Leeds,Mobile,power bi dashboard course online course,UK
CPO1129,Power BI Dashboard Course,113,8855,100.86,31,5,0.161,535,15-12-2024,Hyderabad,Mobile,power bi dashboard course online course,India
CPO1130,Power BI Dashboard Course,214,2926,394.18,8,1,0.125,349,08-11-2024,Hyderabad,Tablet,power bi dashboard course online course,India
CPO1131,Power BI Dashboard Course,160,4725,128.44,29,25,0.862,10175,16-05-2024,Dubai,Tablet,power bi dashboard course online course,UAE
CPO1132,Power BI Dashboard Course,363,3931,100.9,31,21,0.677,2394,22-04-2024,Delhi,Mobile,power bi dashboard course online course,India
CPO1133,Power BI Dashboard Course,316,6470,272.16,9,8,0.889,1464,13-09-2024,Adelaide,Desktop,power bi dashboard course online course,Australia
CPO1134,Power BI Dashboard Course,272,6993,294.25,23,5,0.217,1535,23-09-2024,Ottawa,Mobile,power bi dashboard course online course,Canada
CPO1135,Power BI Dashboard Course,273,3211,248.01,36,22,0.611,10252,18-07-2024,Chennai,Tablet,power bi dashboard course online course,India
CPO1136,Power BI Dashboard Course,282,8217,279.79,48,35,0.729,5880,24-07-2024,Sharjah,Mobile,power bi dashboard course online course,UAE
CPO1137,Power BI Dashboard Course,493,2207,163.52,33,17,0.515,8415,16-06-2024,Melbourne,Tablet,power bi dashboard course online course,Australia
CPO1138,Power BI Dashboard Course,485,9659,271.39,38,36,0.947,12744,01-06-2024,San Francisco,Mobile,power bi dashboard course online course,USA
CPO1139,Power BI Dashboard Course,355,5477,470.14,31,2,0.065,322,15-08-2024,Mumbai,Desktop,power bi dashboard course online course,India
CPO1140,Power BI Dashboard Course,94,2769,288.57,33,9,0.273,1854,11-05-2024,Dubai,Desktop,power bi dashboard course online course,UAE
CPO1141,Power BI Dashboard Course,194,4530,296.22,37,33,0.892,13926,05-01-2024,Sydney,Desktop,power bi dashboard course online course,Australia
CPO1142,Power BI Dashboard Course,226,6968,181.41,37,23,0.622,3243,22-08-2024,Montreal,Desktop,power bi dashboard course online course,Canada
CPO1143,Power BI Dashboard Course,343,1295,111.97,9,1,0.111,327,14-05-2024,Ottawa,Mobile,power bi dashboard course online course,Canada
CPO1144,Power BI Dashboard Course,71,1288,135.83,30,15,0.5,5625,16-12-2024,Pune,Mobile,power bi dashboard course online course,India
CPO1145,Power BI Dashboard Course,198,1498,304.82,33,7,0.212,2583,13-08-2024,Delhi,Mobile,power bi dashboard course online course,India
CPO1146,Power BI Dashboard Course,330,2143,306.71,43,21,0.488,2499,28-06-2024,Dubai,Tablet,power bi dashboard course online course,UAE
CPO1147,Power BI Dashboard Course,271,4971,328.42,6,5,0.833,1900,04-11-2024,Abu Dhabi,Mobile,power bi dashboard course online course,UAE
CPO1148,Power BI Dashboard Course,463,8335,438.4,31,22,0.71,7942,11-09-2024,Sydney,Mobile,power bi dashboard course online course,Australia
CPO1149,Power BI Dashboard Course,426,4732,373.51,14,7,0.5,3213,10-01-2024,Leeds,Mobile,power bi dashboard course online course,UK
CPO1150,Power BI Dashboard Course,361,8207,264.65,43,31,0.721,5735,26-12-2024,Brisbane,Desktop,power bi dashboard course online course,Australia
CPO1151,Power BI Dashboard Course,458,6485,497.17,44,23,0.523,10373,23-07-2024,Ottawa,Tablet,power bi dashboard course online course,Canada
CPO1152,Power BI Dashboard Course,379,3877,185.38,19,4,0.211,1512,12-12-2024,Ottawa,Tablet,power bi dashboard course online course,Canada
CPO1153,Power BI Dashboard Course,203,1082,305.37,14,6,0.429,2988,24-08-2024,San Francisco,Mobile,power bi dashboard course online course,USA
CPO1154,Power BI Dashboard Course,252,1667,407.24,13,13,1,5629,11-11-2024,Leeds,Tablet,power bi dashboard course online course,UK
CPO1155,Power BI Dashboard Course,388,9058,266.2,43,17,0.395,4811,24-05-2024,Dubai,Tablet,power bi dashboard course online course,UAE
CPO1156,Power BI Dashboard Course,182,8598,369.6,15,9,0.6,3825,18-08-2024,Abu Dhabi,Tablet,power bi dashboard course online course,UAE
CPO1157,Power BI Dashboard Course,86,8474,352.98,25,22,0.88,2794,10-11-2024,Manchester,Tablet,power bi dashboard course online course,UK
CPO1158,Power BI Dashboard Course,489,1402,363.56,48,12,0.25,1548,11-02-2024,Chennai,Tablet,power bi dashboard course online course,India
CPO1159,Power BI Dashboard Course,274,9698,410.88,30,20,0.667,6500,04-08-2024,Vancouver,Mobile,power bi dashboard course online course,Canada
CPO1160,Power BI Dashboard Course,260,8354,467.74,18,15,0.833,1980,23-10-2024,Los Angeles,Mobile,power bi dashboard course online course,USA
CPO1161,Power BI Dashboard Course,196,4278,386.78,47,15,0.319,1620,02-03-2024,Birmingham,Desktop,power bi dashboard course online course,UK
CPO1162,Power BI Dashboard Course,65,4476,445.7,42,41,0.976,16851,08-09-2024,Chicago,Desktop,power bi dashboard course online course,USA
CPO1163,Power BI Dashboard Course,481,4604,176.31,20,3,0.15,1461,21-11-2024,New York,Mobile,power bi dashboard course online course,USA
CPO1164,Power BI Dashboard Course,55,2999,491.82,8,3,0.375,1467,20-01-2024,Abu Dhabi,Mobile,power bi dashboard course online course,UAE
CPO1165,Power BI Dashboard Course,83,7967,460.23,21,17,0.81,4794,18-04-2024,Dubai,Mobile,power bi dashboard course online course,UAE
CPO1166,Power BI Dashboard Course,234,1503,132.12,43,41,0.953,15334,20-10-2024,Sharjah,Mobile,power bi dashboard course online course,UAE
CPO1167,Power BI Dashboard Course,233,2596,236.77,22,9,0.409,2682,15-04-2024,Sydney,Mobile,power bi dashboard course online course,Australia
CPO1168,Power BI Dashboard Course,140,4856,145.27,49,21,0.429,8085,20-10-2024,Edinburgh,Tablet,power bi dashboard course online course,UK
CPO1169,Power BI Dashboard Course,142,3617,457.9,46,44,0.957,6028,18-02-2024,Vancouver,Mobile,power bi dashboard course online course,Canada
CPO1170,Power BI Dashboard Course,72,8011,100.9,27,21,0.778,7665,23-07-2024,Perth,Mobile,power bi dashboard course online course,Australia
CPO1171,Power BI Dashboard Course,165,3667,155.3,45,31,0.689,5766,27-08-2024,Adelaide,Desktop,power bi dashboard course online course,Australia
CPO1172,Power BI Dashboard Course,333,7659,152.35,21,17,0.81,6256,26-07-2024,San Francisco,Tablet,power bi dashboard course online course,USA
CPO1173,Power BI Dashboard Course,304,9959,158.9,12,5,0.417,1515,13-04-2024,Boston,Desktop,power bi dashboard course online course,USA
CPO1174,Power BI Dashboard Course,422,1252,200.17,33,5,0.152,1165,19-06-2024,Montreal,Mobile,power bi dashboard course online course,Canada
CPO1175,Power BI Dashboard Course,334,2568,122.15,50,36,0.72,18000,21-09-2024,Adelaide,Tablet,power bi dashboard course online course,Australia
CPO1176,Power BI Dashboard Course,495,9731,472.83,24,20,0.833,8620,06-04-2024,Bangalore,Tablet,power bi dashboard course online course,India
CPO1177,Power BI Dashboard Course,437,5045,179.15,37,10,0.27,3060,05-08-2024,Vancouver,Mobile,power bi dashboard course online course,Canada
CPO1178,Power BI Dashboard Course,444,8309,366.41,33,22,0.667,5302,09-10-2024,Bangalore,Mobile,power bi dashboard course online course,India
CPO1179,Power BI Dashboard Course,51,3373,185.3,16,9,0.562,2313,28-05-2024,Birmingham,Mobile,power bi dashboard course online course,UK
CPO1180,Power BI Dashboard Course,365,4947,470.22,21,8,0.381,2584,28-11-2024,Ottawa,Desktop,power bi dashboard course online course,Canada
CPO1181,Power BI Dashboard Course,81,8588,481.74,40,5,0.125,890,19-03-2024,Edinburgh,Desktop,power bi dashboard course online course,UK
CPO1182,Power BI Dashboard Course,116,2580,288.65,49,34,0.694,7990,05-02-2024,Birmingham,Desktop,power bi dashboard course online course,UK
CPO1183,Power BI Dashboard Course,425,1446,215.7,7,2,0.286,864,28-06-2024,Mumbai,Tablet,power bi dashboard course online course,India
CPO1184,Power BI Dashboard Course,225,1616,240.84,16,10,0.625,1230,12-01-2024,Brisbane,Tablet,power bi dashboard course online course,Australia
CPO1185,Power BI Dashboard Course,56,7715,353.16,24,18,0.75,4626,21-11-2024,Mumbai,Mobile,power bi dashboard course online course,India
CPO1186,Power BI Dashboard Course,270,8722,339.08,34,7,0.206,3437,21-01-2024,Bangalore,Desktop,power bi dashboard course online course,India
CPO1187,Power BI Dashboard Course,479,2916,217.91,38,2,0.053,712,28-01-2024,Mumbai,Tablet,power bi dashboard course online course,India
CPO1188,Power BI Dashboard Course,217,6701,433.6,26,5,0.192,965,10-11-2024,San Francisco,Mobile,power bi dashboard course online course,USA
CPO1189,Power BI Dashboard Course,457,6063,256.7,43,33,0.767,5577,18-03-2024,Montreal,Mobile,power bi dashboard course online course,Canada
CPO1190,Power BI Dashboard Course,463,1275,200.08,15,15,1,1815,25-03-2024,Sydney,Desktop,power bi dashboard course online course,Australia
CPO1191,Power BI Dashboard Course,426,2589,221.46,32,12,0.375,2508,23-12-2024,Boston,Desktop,power bi dashboard course online course,USA
CPO1192,Power BI Dashboard Course,228,4831,209.41,27,9,0.333,2754,22-10-2024,Perth,Mobile,power bi dashboard course online course,Australia
CPO1193,Power BI Dashboard Course,332,3803,412.72,12,8,0.667,1216,19-04-2024,Calgary,Mobile,power bi dashboard course online course,Canada
CPO1194,Power BI Dashboard Course,361,7495,258.01,23,20,0.87,7980,08-05-2024,London,Desktop,power bi dashboard course online course,UK
CPO1195,Power BI Dashboard Course,183,8238,420.25,23,19,0.826,8493,28-02-2024,Vancouver,Tablet,power bi dashboard course online course,Canada
CPO1196,Power BI Dashboard Course,215,4170,348.59,28,11,0.393,1331,12-11-2024,Calgary,Desktop,power bi dashboard course online course,Canada
CPO1197,Power BI Dashboard Course,383,6071,207.81,16,6,0.375,1158,01-02-2024,Sydney,Tablet,power bi dashboard course online course,Australia
CPO1198,Power BI Dashboard Course,93,4984,345.51,15,8,0.533,1024,18-12-2024,Montreal,Desktop,power bi dashboard course online course,Canada
CPO1199,Power BI Dashboard Course,252,7658,236.88,15,6,0.4,2508,08-02-2024,Sharjah,Desktop,power bi dashboard course online course,UAE
CPO1200,Power BI Dashboard Course,314,3346,228.96,49,48,0.98,20160,02-10-2024,London,Desktop,power bi dashboard course online course,UK
CPO1201,Power BI Dashboard Course,309,7116,147.62,5,4,0.8,1324,23-04-2024,Adelaide,Mobile,power bi dashboard course online course,Australia
CPO1202,Power BI Dashboard Course,357,8169,491.13,18,12,0.667,5208,15-01-2024,Calgary,Desktop,power bi dashboard course online course,Canada
CPO1203,Power BI Dashboard Course,426,2887,175.66,32,2,0.062,776,20-04-2024,Edinburgh,Mobile,power bi dashboard course online course,UK
CPO1204,Power BI Dashboard Course,112,8327,241.21,20,17,0.85,7038,06-01-2024,Bangalore,Desktop,power bi dashboard course online course,India
CPO1205,Power BI Dashboard Course,398,1818,244.7,33,7,0.212,1092,02-07-2024,Pune,Tablet,power bi dashboard course online course,India
CPO1206,Power BI Dashboard Course,118,9303,236.72,15,15,1,4275,28-03-2024,Pune,Desktop,power bi dashboard course online course,India
CPO1207,Power BI Dashboard Course,205,1525,225.52,32,25,0.781,9500,02-11-2024,Melbourne,Desktop,power bi dashboard course online course,Australia
CPO1208,Power BI Dashboard Course,250,9908,386.95,7,3,0.429,699,20-11-2024,Abu Dhabi,Mobile,power bi dashboard course online course,UAE
CPO1209,Power BI Dashboard Course,245,3901,206.48,45,34,0.756,16728,05-03-2024,New York,Mobile,power bi dashboard course online course,USA
CPO1210,Power BI Dashboard Course,417,1365,277.67,16,1,0.062,285,21-02-2024,Manchester,Tablet,power bi dashboard course online course,UK
CPO1211,Power BI Dashboard Course,88,2700,107.36,48,9,0.188,2232,12-10-2024,Hyderabad,Desktop,power bi dashboard course online course,India
CPO1212,Power BI Dashboard Course,196,2323,482.61,42,21,0.5,8589,13-09-2024,Calgary,Desktop,power bi dashboard course online course,Canada
CPO1213,Power BI Dashboard Course,459,7600,288.91,32,26,0.812,3250,27-03-2024,Abu Dhabi,Desktop,power bi dashboard course online course,UAE
CPO1214,Power BI Dashboard Course,408,6637,119.56,13,1,0.077,230,17-09-2024,Brisbane,Mobile,power bi dashboard course online course,Australia
CPO1215,Power BI Dashboard Course,298,9451,121.79,13,7,0.538,3269,04-11-2024,Dubai,Tablet,power bi dashboard course online course,UAE
CPO1216,Power BI Dashboard Course,425,7881,328.38,29,25,0.862,4000,19-01-2024,Toronto,Desktop,power bi dashboard course online course,Canada
CPO1217,Power BI Dashboard Course,239,4435,439.06,40,1,0.025,350,21-06-2024,Toronto,Desktop,power bi dashboard course online course,Canada
CPO1218,Power BI Dashboard Course,465,9094,466.45,24,19,0.792,4579,16-07-2024,Boston,Desktop,power bi dashboard course online course,USA
CPO1219,Power BI Dashboard Course,103,6303,330.55,9,2,0.222,580,25-11-2024,Adelaide,Mobile,power bi dashboard course online course,Australia
CPO1220,Power BI Dashboard Course,205,4148,155.15,18,7,0.389,2604,23-04-2024,Bangalore,Mobile,power bi dashboard course online course,India
CPO1221,Power BI Dashboard Course,479,3585,294.01,29,5,0.172,735,26-11-2024,San Francisco,Tablet,power bi dashboard course online course,USA
CPO1222,Power BI Dashboard Course,480,9074,201.73,42,11,0.262,1188,25-08-2024,Leeds,Mobile,power bi dashboard course online course,UK
CPO1223,Power BI Dashboard Course,451,8452,375.67,47,28,0.596,3724,12-07-2024,Calgary,Mobile,power bi dashboard course online course,Canada
CPO1224,Power BI Dashboard Course,252,1336,460.26,19,14,0.737,6608,13-11-2024,Perth,Tablet,power bi dashboard course online course,Australia
CPO1225,Power BI Dashboard Course,439,2567,101.94,14,6,0.429,1380,20-05-2024,Montreal,Tablet,power bi dashboard course online course,Canada
CPO1226,Power BI Dashboard Course,96,6063,264.36,12,1,0.083,486,13-07-2024,Dubai,Mobile,power bi dashboard course online course,UAE
